Problem,Solution,Answer
"태형이는 가지고 있던 돈의 2/3를 저축하고, 그 나머지의 반으로 학용품을 샀더니 500원이 남았습니다. 태형이가 처음에 가지고 있던 돈은 얼마인지 구하시오.",500 2 [OP_MUL] 1 2/3 [OP_ADD] [OP_DIV],
"태형이는 가지고 있던 리본의 4/5를 사용하고, 남은 리본의 1/3을 윤기에게 주었더니 6미터(m)가 남았습니다. 태형이가 처음에 가지고 있던 리본은 몇 미터(m)인지 구하시오.",6 1 1/3 [OP_SUB] [OP_DIV] 1 4/5 [OP_SUB] [OP_DIV],
"민영이는 가지고 있던 리본의 4/5를 사용하고, 남은 리본의 1/3을 윤기에게 주었더니 6미터(m)가 남았습니다. 민영이가 처음에 가지고 있던 리본은 몇 미터(m)인지 구하시오.",6 1 1/3 [OP_SUB] [OP_DIV] 1 4/5 [OP_SUB] [OP_DIV],
"지민이가 태형이에게 200원, 태형이가 민영이에게 500원, 민영이가 지민이에게 1000원을 차례로 주었더니, 세 사람이 갖게 된 돈은 각각 2000원씩입니다. 민영이가 처음에 가지고 있던 돈은 얼마입니까?",2000 1000 [OP_ADD] 500 [OP_SUB],
"길이가 740미터(m)인 도로의 한쪽에 37미터(m) 간격으로 나무를 심으려고 합니다. 나무는 모두 몇 그루 필요한지 구하시오. (단, 도로의 처음과 끝에도 반드시 나무를 심습니다.)",740 37 [OP_FDIV] 1 [OP_ADD],
"둘레의 길이가 154센티미터(㎝)인 원 모양 게시판의 둘레에 14센티미터(㎝) 간격으로 꽃 모양의 스티커를 붙이려고 합니다. 준비된 스티커가 15장이라면, 스티커는 몇 장이 남는지 구하시오.",15 154 14 [OP_FDIV] [OP_SUB],
길이가 2미터(m) 50센티미터(㎝)인 막대가 있습니다. 이 막대를 잘라 25센티미터(㎝)짜리 막대를 여러 개 만들려고 합니다. 이 막대를 몇 번 잘라야 합니까?,2 100 [OP_MUL] 50 [OP_ADD] 25 [OP_DIV],
구슬을 가로와 세로에 각각 10개씩 빈틈없이 늘어놓아 정사각형을 만들었습니다 둘레에 놓인 구슬은 몇 개인지 구하시오.,10 4 [OP_MUL] 4 [OP_SUB],
"10원짜리 동전을 빈틈없이 늘어놓아 정사각형을 만들었습니다. 둘레에 놓인 동전이 100개일 때, 가장 바깥쪽의 한 변에 놓인 동전은 몇 개인지 구하시오.",100 4 [OP_ADD] 4 [OP_DIV],
"몇 개의 구슬을 빈틈없이 늘어놓아 정사각형을 만들었습니다. 둘레에 놓인 구슬의 개수가 108개일 때, 구슬은 모두 몇 개인지 구하시오.",108 4 [OP_ADD] 4 [OP_DIV] 2 [OP_POW],
정사각형 모양의 스티커가 몇 장 있습니다. 이 스티커를 빈틈없이 늘어놓아 큰 정사각형을 만들고 나니 24장이 남아서 가로 한 변과 세로 한 변을 각각 한 줄씩 늘렸더니 또 3장이 남았습니다. 스티커는 모두 몇 장인지 구하시오.,24 3 [OP_SUB] 1 [OP_SUB] 2 [OP_DIV] 1 [OP_ADD] 2 [OP_POW],
바둑돌이 80개 있습니다. 이 중 검은 바둑돌은 흰 바둑돌 수의 4배입니다. 검은 바둑돌은 몇 개인지 구하시오.,80 4 1 [OP_ADD] [OP_DIV] 4 [OP_MUL],
"구슬 33개를 태형이와 정국이가 나누어 가졌습니다. 태형이가 가진 구슬 수가 정국이가 가진 구슬 수의 2배보다 3개 많다면, 태형이의 구슬은 몇 개인지 구하시오.",33 3 [OP_SUB] 2 1 [OP_ADD] [OP_DIV] 2 [OP_MUL] 3 [OP_ADD],
"사탕 43개를 지민이와 윤기가 나누어 가졌습니다. 지민이가 가진 사탕 수가 윤기가 가진 사탕 수의 3배보다 9개 적었다면, 지민이의 사탕은 몇 개인지 구하시오.",43 9 [OP_ADD] 3 1 [OP_ADD] [OP_DIV] 3 [OP_MUL] 3 [OP_SUB],
"어느 가정에서 6월 1일부터 1500원짜리 우유를 매일 1개씩 배달하여 먹고 있었는데, 중간에 값이 올라 1600원씩에 먹고 있습니다. 6월 한 달 동안의 우유값으로 46200원을 냈다면 우유는 6월 며칠부터 값이 올랐습니까?",1600 30 [OP_MUL] 46200 [OP_SUB] 1600 1500 [OP_SUB] [OP_DIV],
"3사람이 6일 동안 일을 하여 72만 원을 받았습니다. 만일, 같은 일을 7사람이 2일 동안 한다면 얼마의 임금을 받을 수 있는지 구하시오.",72 3 [OP_DIV] 6 [OP_DIV] 7 [OP_MUL] 2 [OP_MUL],
"7사람이 10일 동안 일을 하여 전체 일의 1/2을 할 수 있습니다. 만일, 전체 일을 5사람이 한다면 며칠이 걸리는지 구하시오.",7 10 [OP_MUL] 1/2 [OP_DIV] 5 [OP_DIV},
"돼지 30마리가 30일 동안 먹는 사료의 양은 지금 창고에 쌓아 놓은 사료 전체의 5/9에 해당합니다. 만일, 돼지 45마리가 창고에 쌓아 놓은 사료 전체를 먹는다면 며칠을 먹을 수 있는지 구하시오",30 30 [OP_MUL] 5/9 [OP_DIV] 45 [OP_DIV],
5명이 일을 하여 40일 만에 끝낼 수 있는 일이 있었습니다. 이 일을 처음부터 12일 동안은 5명이 일을 했지만 13일째부터는 2명이 더 일을 하였습니다. 이 일을 끝내는 데는 처음부터 며칠이 걸렸는지 구하시오.,5 40 [OP_MUL] 12 5 [OP_MUL] [OP_SUB] 5 2 [OP_ADD] [OP_DIV] 12 [OP_ADD],
"연필을 몇 사람에게 나누어 주려고 합니다. 한 사람당 4자루씩 나누어 주면 5자루가 남고, 6자루씩 나누어 주려면 9자루가 부족하다고 합니다. 사람 수와 연필 수를 각각 구하시오.",5 9 [OP_ADD] 6 4 [OP_SUB] [OP_DIV],
"초콜릿을 몇 명에게 나누어 주려고 합니다. 한 사람에게 4개씩 나누어 주면 초콜릿은 6개 모자라고, 6개씩 나누어 주면 20개 모자라게 됩니다. 초콜릿은 몇 개인지 구하시오",20 6 [OP_SUB] 6 4 [OP_SUB] [OP_DIV],
"학생들이 긴 의자 몇 개에 앉으려고 합니다. 의자 1개에 5명씩 앉으면 의자가 꼭 12개 부족하고, 8명씩 앉으면 의자는 꼭 3개가 부족합니다. 의자 수와 학생 수를 각각 구하시오",8 3 [OP_MUL] 5 12 [OP_MUL] [OP_SUB] 8 5 [OP_SUB] [OP_DIV],
"올해 태형이의 나이는 5살, 어머니는 32세입니다. 태형이 나이의 4배가 어머니의 연세와 같아지는 것은 몇 년 후입니까?",32 5 4 [OP_MUL] [OP_SUB] 4 1 [OP_SUB] [OP_DIV],
"A 창고에는 물건이 384개, B 창고에는 물건이 212개 있습니다. 양쪽 창고에서 매일 물건을 5개씩 밖으로 실어 나를 때 A 창고에 있는 물건의 개수가 B 창고에 있는 물건의 개수의 2배가 되는 것은 며칠 후입니까?",212 2 [OP_MUL] 384 [OP_SUB] 2 5 [OP_MUL] 5 [OP_SUB] [OP_DIV],
"수조 가에는 80리터(ℓ), 나에는 140리터(ℓ)의 물이 들어 있었습니다. 나에서 가로 10분 동안 물을 옮겨 넣었더니 두 수조의 물의 양이 같아졌습니다. 1분에 몇 리터(ℓ)씩 옮겨 넣은 셈인지 구하시오.",140 80 [OP_SUB] 10 [OP_DIV],
"1자루에 250원 하는 연필 몇 자루를 살 작정으로 돈을 꼭맞게 가지고 갔지만, 1자루에 200원 하는 연필밖에 없어서 사려던 연필 수만큼 샀더니 400원이 남았습니다. 돈은 처음에 얼마를 가지고 갔는지 구하시오.",400 250 200 [OP_SUB] [OP_DIV],
몇 명의 학생들에게 500원짜리 기념품을 나누어 줄 때보다 680원짜리 기념품을 나누어 줄 때 6300원의 비용이 더 듭니다. 학생은 몇 명인지 구하시오.,6300 680 500 [OP_SUB] [OP_DIV],
"태형이는 200원짜리 귤을, 정국이는 450원짜리 배를 각각 같은 개수만큼 샀습니 다. 정국이가 태형이보다 2000원을 더 썼다면 태형이는 귤을 사는 데 얼마를 썼는지 구하시오.",2000 450 200 [OP_SUB] [OP_DIV],
"1개에 1200원짜리 물건 몇 개를 살만큼의 돈을 가지고 있습니다. 이 돈으로 1개 에 900원짜리 물건을 사면, 2개를 더 사고 600원이 남습니다. 가지고 있는 돈은 얼마입니까?",900 2 [OP_MUL] 600 [OP_ADD] 1200 900 [OP_SUB] [OP_DIV],
길이가 140미터(m)인 열차가 매초 24미터(m)의 빠르기로 달리고 있습니다. 이 열차가 길이 1060미터(m)의 철교를 건너는 데는 몇 초가 걸리는지 구하시오.,1060 140 [OP_ADD] 24 [OP_DIV],
길이가 110미터(m)인 열차가 매초 20미터(m)의 빠르기로 달리고 있습니다. 이 열차가 1분 10초 만에 어떤 다리를 완전히 건넜다면 이 다리의 길이는 몇 미터(m)인지 구하시오.,60 1 [OP_MUL] 10 [OP_ADD] 20 [OP_MUL] 110 [OP_SUB],
어떤 버스가 1초에 15미터(m)의 빠르기로 달려서 620미터(m) 길이의 다리를 완전히 건너 는 데 42초가 걸렸습니다. 이 버스가 10초에 200미터(m)의 빠르기로 달려서 1050미터(m) 길이의 터널을 완전히 통과하는 데는 몇 초가 걸리는지 구하시오.,1050 42 15 [OP_MUL] 620 [OP_SUB] [OP_ADD] 200 [OP_DIV],
"길이 130미터(m)인 급행 열차와 길이 80미터(m)인 보통 열차가 서로 마주 향하여 달릴 때, 만나서부터 떨어지기까지 3.5초가 걸렸습니다. 급행 열차가 매초 40미터(m)의 빠르 기로 달린다면 보통 열차는 매초 몇 미터(m)의 빠르기로 달리겠습니까?",130 80 [OP_ADD] 3.5 [OP_DIV] 40 [OP_SUB],
"은지는 학교에서 우체국을 향해 매분 85미터(m)의 빠르기로, 유나는 우체국에서 학교를 향해 매분 75미터(m)의 빠르기로 동시에 출발하여 걸었더니, 15분 만에 서로 만나게 되었습니다. 우체국에서 학교까지의 거리를 구하시오.",85 15 [OP_MUL] 75 15 [OP_MUL] [OP_ADD],
"윤기와 태형이는 은행 앞에서 만나 잠시 이야기를 나눈 후, 각자 자기 집을 향하여 반대 방향으로 동시에 출발하였습니다. 3분 후 두 사람 사이의 거리는 600미터(m)가 되었습니다. 윤기가 매분 88미터(m)의 빠르기로 걸었다면, 한솔이는 매분 몇 미터(m)의 빠르기로 걸었습니까?",600 88 3 [OP_MUL] [OP_SUB] 3 [OP_DIV],
"호석이는 매분 92미터(m), 윤기는 매분 102미터(m)의 빠르기로 걷습니다. 둘이 함께 있다가 호석이가 먼저 1200미터(m) 떨어진 놀이터를 향해 출발하여 100미터(m) 앞서 갔을 때, 윤기도 놀이터를 향해 출발하였습니다. 윤기가 호석이를 만나게 되는 것은 윤기가 출발한지 몇 분 후입니까?",100 102 92 [OP_SUB] [OP_DIV],
3%의 소금물 300그램(g)을 만들려고 합니다. 소금은 몇 그램(g) 필요합니까?,300 3 100 [OP_DIV] [OP_MUL],
몇 그램(g)의 물에 12그램(g)의 소금을 녹였더니 5%의 소금물이 되었습니다. 물은 몇 그램(g) 있 었습니까?,12 100 5 [OP_DIV] [OP_MUL] 12 [OP_SUB],
6%의 설탕물이 700그램(g) 있습니다. 이 설탕물에 물과 설탕을 더 넣어 8%의 설탕물을 1킬로그램(㎏) 만들려고 합니다. 필요한 물은 몇 그램(g)입니까?,1 1000 [OP_MUL] 700 [OP_SUB] 1 1000 [OP_MUL] 8 100 [OP_DIV] [OP_MUL] 700 6 100 [OP_DIV] [OP_MUL] [OP_SUB] [OP_SUB],
"세 자리 수가 있습니다. 이 수에서 90을 빼면, 65로도 91로도 나누어떨어집니다. 세 자리 수를 구하시오.",100 999 1 [OP_LIST_ARANGE] 65 [OP_LIST_DIVISIBLE] 91 [OP_LIST_DIVISIBLE] 1 [OP_LIST_GET] 90 [OP_ADD],
"117을 어떤 수로 나누면 9가 남고, 183을 어떤 수로 나누면 3이 남는다고 합니다. 어떤 수 중에서 가장 작은 수를 구하시오.",117 9 [OP_SUB] [OP_GET_DIVISOR] 183 3 [OP_SUB] [OP_GET_DIVISOR] [OP_SET_INTERSECT] 9 [OP_LIST_MORE] 1 [OP_LIST_MIN],
"백의 자리의 숫자가 4인 세 자리 자연수 A가 있습니다. A에 9를 더한 수는 7의 배수이고, A에 7을 뺀 수는 9의 배수입니다. 세 자리 자연수 A를 구하시오.",400 499 1 [OP_LIST_ARANGE] 7 9 [OP_SUB] 999 7 [OP_LIST_ARANGE] 9 7 [OP_ADD] 999 9 [OP_LIST_ARANGE] [OP_SET_INTERSECT] [OP_SET_INTERSECT] 1 [OP_LIST_GET],
"윤기가 수학 시험을 몇 번 보았습니다. 마지막 시험을 보기 전에 평균 점수를 예상해 보았습니다. 만약 마지막 시험에서 97점을 맞으면 평균 점수는 90점이 되고, 73점을 맞으면 평균 점수는 87점이 된다고 합니다. 윤기가 마지막 시험을 보기 전까지의 평균 점수를 구하시오.",97 73 [OP_SUB] 90 87 [OP_SUB] [OP_DIV] 1 [OP_SUB],
"A, B, C 3개의 수가 있습니다. 이 중에서 2개의 수의 평균이 각각 19, 12, 11입니다. 가, 나, 다의 전체 평균은 얼마입니까",19 12 [OP_ADD] 11 [OP_ADD] 3 [OP_DIV],
"한 문제에 4점인 어떤 시험에서 남학생 15명의 평균 점수는 80점이고, 여학생 15명의 점수와 더하여 평균을 구했더니 84점이 되었습니다. 남학생들이 맞은 문제 수의 합계와 여학생들이 맞은 문제 수의 합계의 차는 얼마입니까?",15 15 [OP_ADD] 84 [OP_MUL] 15 80 [OP_MUL] [OP_SUB] 15 80 [OP_MUL] [OP_SUB],
"지민이네 반은 남학생 24명, 여학생 21명입니다. 남학생 키의 평균은 136.2센티미터(㎝)이고, 전체 학생 키의 평균은 136.4센티미터(㎝)입니다. 여학생 키의 평균은 얼마인지 반 올림하여 소수 첫째 자리까지 나타내시오.",24 21 [OP_ADD] 136.4 [OP_MUL] 24 136.2 [OP_MUL] [OP_SUB] 21 [OP_DIV] 1 [OP_ROUND],
"크기와 모양이 같은 검정색 공 9개를 똑같이 생긴 두 상자에 나누어 담는 방법은 모두 몇 가지일까요? (단, 비어있는 상자는 없습니다.)",9 1 [OP_SUB] 2 [OP_FDIV],
"공원에 두발자전거 2대, 세발자전거 가 1대가 세워져 있습니다. 자전거 바퀴는 모두 몇 개일까요?",2 2 [OP_MUL] 3 1 [OP_MUL] [OP_ADD],
"6명의 학생들을 키 순서대로 줄 세우려고 합니다. 태형이가 잘못하여 앞에서 5번째로 줄을 서서 선생님께서 앞에서 3번째로 자리를 옮겨 주셨습니다. 이때, 정국이는 태형이보다 뒤에 있었습니다. 태형이의 자리이동에도 정국이의 순서가 변하지 않았다면, 정국이는 앞에서 몇 번째로 서 있을까요?",5 6 5 [OP_SUB] [OP_ADD],
어떤 수에 3을 더해야 할 것을 잘못하 여 2를 뺐더니 4가 나왔습니다. 바르게 계산하면 얼마일까요?,4 2 [OP_ADD] 3 [OP_ADD],
"정국이가 윤기에게 사탕을 2개 주었더니 둘이 가지고 있는 사탕의 수가 같아졌습니다. 정국이와 윤기가 가지고 있는 사탕 수의 합이 8개일 때, 처음 윤기가 가지고 있던 사탕은 몇 개였을까요?",8 2 [OP_DIV] 2 [OP_SUB],
"유나가 친구와 딱지게임을 하고 있습 니다. 딱지게임에서 이기면 딱지를 2개 얻고, 지면 딱지를 1개 뺏긴다고 합니다. 유나가 게임에서 세 번 이기고 두 번 졌을 때, 유나는 게임에서 딱지를 모두 몇 개 얻게 될까요?",2 3 [OP_MUL] 1 2 [OP_MUL] [OP_SUB],
"정국이가 부모님을 도와 쿠키를 오전에 15개, 오후에 32개를 만들었습니 다. 오늘 정국이가 만든 쿠키는 모두 몇 개일까요?",15 32 [OP_ADD],
"유나와 정국이가 수학 시험과 영어 시험을 쳤습니다. 유나는 정국이보다 수학 점수는 37점 더 높고, 영어 점수는 18점 더 낮습니다. 유나와 정국이의 점수 차는 얼마일까요?",37 18 [OP_SUB],
어떤 수에 11을 빼려고 합니다. 정국이가 어떤 수의 일의 자리를 잘못 보고 계산했더니 68이 나왔습니다. 정국이가 11의 십의 자리를 잘못 보고 계산 했더니 42가 나왔습니다. 이때 어떤 수는 얼마일까요?,68 11 [OP_ADD] 10 [OP_FDIV] 10 [OP_MUL] 42 11 [OP_ADD] 10 [OP_MOD] [OP_ADD],
은지가 음료수 53병을 하나에 10병씩 넣을 수 있는 박스에 담으려고 합니다. 실수로 몇 병을 깨뜨렸더니 박스 3개를 가득 채우고 7병이 남았습니다. 이 때 은지가 깨뜨린 음료수는 모두 몇 병일까요?,53 3 10 [OP_MUL] 7 [OP_ADD] [OP_SUB],
"유나는 큰 초 12개, 작은 초 9개를 가지고 있습니다. 큰 초는 10살을, 작은 초는 1살을 나타냅니다. 초를 사용하여 할머니의 연세인 82세를 나타내려고 할 때, 사용하고 남은 초는 모두 몇 개일까요?",12 82 10 [OP_FDIV] [OP_SUB] 9 82 10 [OP_MOD] [OP_SUB] [OP_ADD],
"유나와 지민이가 선생님께 각각 사탕을 7개, 2개를 받았더니 서로 가지고 있는 사탕의 개수가 같아졌습니다. 유나와 지민이가 처음 가지고 있던 사탕이 모두 71개였을 때, 유나가 처음에 가지고 있던 사탕은 몇 개일까요?",71 7 [OP_ADD] 2 [OP_ADD] 2 [OP_DIV] 7 [OP_SUB],
한 변의 길이가 4센티미터(㎝)인 정사각형의 네 변의 길이의 합은 몇 센티미터(㎝)일까요?,4 4 [OP_MUL],
지민이는 편의점에서 850원짜리 과자 한 봉지와 300원짜리 풍선껌 2개를 샀습니다. 지민이는 얼마를 내야 할까요?,850 1 [OP_MUL] 300 2 [OP_MUL] [OP_ADD],
"은지가 은행에서 대기표를 한 장 뽑았습 니다. 현재 전광판에 뜬 번호는 109번입니다. 은지가 129번일 때, 은지 앞에는 몇 명이 대기하고 있을까요?",129 109 [OP_SUB] 1 [OP_SUB],
54를 어떤 수로 나누었더니 9로 나누어 떨어졌습니다. 어떤 수는 무엇일까요?,54 9 [OP_DIV],
"어젯밤, 지민이는 다음 날 오전 7시에 알람을 맞추고 잤습니다. 알람이 5분 간격으로 울릴 때, 7시부터 7시 반까지 알람은 몇 번 울릴까요?",30 5 [OP_SUB] 1 [OP_ADD],
"가로의 길이가 27센티미터(㎝), 세로의 길이가 13센티미터(㎝)인 직사각형이 있습니다. 가로와 세로가 같은 길이가 되도록 가로와 세로의 길이를 조절하여 만든 정사각형의 한 변의 길이는 몇 센티미터(㎝)일 까요?",27 13 [OP_SUB] 2 [OP_DIV],
"쿠키가 들어 있는 봉지 12개를 6명이서 나누어 가지려고 합니다. 한 봉지에 쿠키가 3개씩 들어 있을 때, 한 사람당 쿠키를 몇 개씩 가지게 될까요?",12 6 [OP_DIV] 3 [OP_MUL],
"지민이네 조 학생들이 색종이를 나누어 가지려고 합니다. 한 명당 색종이를 5개 씩 나누어 가져도, 7개씩 나누어 가져도 남는 종이 없이 똑같이 나누어 가질 수 있습니다. 색종이가 20장보다는 많고 40장보다는 적을 때, 색종이는 모두 몇 장 있을까요? (단, 색종이는 자르지 않습니다.)",20 40 1 [OP_LIST_ARANGE] 5 7 [OP_LCM] [OP_LIST_DIVISIBLE] 1 [OP_LIST_GET],
"윤기는 1시간에 3쪽씩, 유나는 2시간에 4쪽씩 문제집을 풉니다. 윤기와 유나는 매일 서로 같은 시간 동안 문제를 풉니다. 윤기가 일주일 동안 수학 문제집 63쪽을 풀었다고 할 때, 유나는 몇 쪽을 풀었을까요?",63 3 [OP_DIV] 2 [OP_DIV] 4 [OP_MUL],
122를 34로 나눈 몫과 나머지를 더한 값 은 얼마입니까?,122 34 [OP_FDIV] 122 34 [OP_MOD] [OP_ADD],
"감귤 농장에서 2826개의 귤을 수확했습니 다. 한 상자에 42개씩 넣어서 포장할 때, 포장한 상자는 최대 몇 개입니까? (단, 한 상자에 귤이 42개보다 적게 담는 경우에 는 포장하지 않습니다.)",2826 42 [OP_FDIV],
"남준이의 아버지께서 예금 5000만원을 십만 원짜리 수표로 찾았습니다. 수표 중 5장을 만원짜리 지폐로 바꾸었을 때, 남준이의 아버지가 가지고 있는 수표와 지폐는 총 몇 장입니까?",5000 10000 [OP_MUL] 100000 [OP_DIV] 5 [OP_SUB] 100000 10000 [OP_DIV] 5 [OP_MUL] [OP_ADD],
선생님이 쿠키 82개를 만들어 윤기네 반 학생들에게 나누어주려고 합니다. 각 학생에게 쿠키를 3개씩 나누어주려고 했더니 쿠키가 2개 모자랐습니다. 윤기네 반 학생들은 모두 몇 명입니까?,82 2 [OP_ADD] 3 [OP_DIV],
"태형이가 도서관에서 책을 읽는 동안 시침이 75도(°) 움직였을 때, 분침이 움직인 각도는 시침이 움직인 각도의 몇 배입니까?",75 30 [OP_DIV] 360 [OP_MUL] 75 [OP_DIV],
"곤충 1마리의 다리는 6개입니다. 석진이가 12마리의 곤충을 채집했을 때, 채집 한 곤충의 다리를 모두 세어보면 몇 개일까요?",12 6 [OP_MUL],
24의 약수를 모두 더한 값을 구하시오.,24 [OP_LIST_GET_DIVISOR] [OP_LIST_SUB],
2020년에 석진이는 12살이고 석진이의 동생은 8살입니다. 석진이와 동생의 나이의 합이 처음으로 30보다 커지는 해는 언제입니까?,20 30 [OP_LIST_EVEN] [OP_LIST_LEN] 2020 [OP_ADD],
17의 배수 중에서 가장 큰 두 자리 자연수와 가장 작은 세 자리 자연수의 합을 구하시오.,1 99 1 [OP_LIST_ARANGE] 17 [OP_LIST_DIVISIBLE] 1 [OP_LIST_MAX] 100 999 1 [OP_LIST_ARANGE] 17 [OP_LIST_DIVISIBLE] 1 [OP_LIST_MIN] [OP_ADD],
"30과 어떤 자연수의 최대공약수가 6이고, 최소공배수가 210일 때 어떤 자연수는 얼마인지 구하시오.",210 30 [OP_DIV] 6 [OP_MUL],
"100보다 작은 어떤 자연수를 3으로 나누었더니 나머지가 1이고, 4로 나누었더니 나머지가 1이고, 5로 나누었더니 나머지가 1이었을 때 어떤 수는 얼마입니까?",1 100 1 [OP_LIST_ARANGE] 3 [OP_LIST_DIVISIBLE] 4 [OP_LIST_DIVISIBLE] 5 [OP_LIST_DIVISIBLE] 1 [OP_LIST_GET] 1 [OP_ADD],
"윤기가 형광펜을 사려고 하는데 4개를 사면 1200원이 남고, 5개를 사려니 500원이 모자랍니다. 윤기가 가지고 있는 돈으로 1400원짜리 볼펜을 최대 몇 개 살 수 있는지 구하시오.",1200 500 [OP_ADD] 4 [OP_MUL] 1200 [OP_ADD] 1400 [OP_FDIV],
육각기둥의 모서리 개수는 몇 개입니까?,6 3 [OP_MUL],
"모서리의 개수가 같은 각뿔과 각기둥이 있습니다. 이 각뿔의 면의 개수가 7개일 때, 각기둥의 면의 개수는 몇 개입니까?",7 1 [OP_SUB] 2 [OP_MUL] 3 [OP_DIV] 2 [OP_ADD],
"12미터(m) 길이의 실을 잘라 3개의 실로 나누었습니다. 첫 번째 실과 2번째 실의 길이가 각각 36/7미터(m) 32/9미터(m)일 때, 3개 의 실 중 가장 긴 실의 길이는 가장 짧은 실의 길이의 몇 배입니까?",[OP_LIST_SOL] 12 36/7 [OP_SUB] 32/9 [OP_SUB] 36/7 32/9 [OP_LIST_EOL] 1 [OP_LIST_MAX] 1 [OP_LIST_MIN] [OP_DIV],
"똑같은 무게의 땅콩을 80개씩 담은 상자 2개의 무게가 1.592킬로그램(㎏)입니다. 빈 상자 1개의 무게가 0.3킬로그램(㎏)일 때, 땅콩 10개의 무게는 몇 그램(g)입니까?",1.592 2 [OP_DIV] 0.3 [OP_SUB] 80 [OP_DIV] 1000 [OP_MUL] 10 [OP_MUL],
태형이는 5.04킬로미터(㎞)를 달리는 데 36분 걸립니다. 같은 빠르기로 17.92킬로미터(㎞)를 달리면 몇 분 걸립니까?,17.92 5.04 [OP_DIV] 36 [OP_MUL],
어느 제과점에서 같은 도넛을 3개 이상 구매하면 원래 가격에서 3/10만큼 할인하는 행사를 합니다. 윤기가 같은 도넛 4개를 구매하고 할인을 받아 1680원을 냈습니다. 할인을 받지 않은 도넛 1개의 가격은 얼마입니까?,1680 10 [OP_MUL] 7 [OP_DIV] 4 [OP_DIV],
"남준이네 중학교 2학년 학생들이 운동회를 대비하여 팀을 나누려고 한다. 각 조의 인원을 10명으로 나누었더니 7명이 남았고, 8명으로 나누었더니 5명이 남았으며, 6명으로 나누었더니 3명이 남았다고 한다. 남준이네 중학교 2학년 학생들은 최소 몇 명인가?",7 9999999 10 [OP_LIST_ARANGE] 5 9999999 8 [OP_LIST_ARANGE] 3 9999999 6 [OP_LIST_ARANGE] [OP_SET_INTERSECT] [OP_SET_INTERSECT] 1 [OP_LIST_MIN],
"남준이가 10000원으로 1500원짜리 초콜릿과 1000원짜리 사탕을 사려 한다. 구매한 초콜릿의 개수가 구매한 사탕의 개수의 2배보다 1개만큼 더 많았을 때, 남준이가 받을 거스름 돈의 최솟값은 얼마인가?",10000 1000 1500 2 [OP_MUL] 1500 [OP_ADD] [OP_ADD] 10000 1000 1500 2 [OP_MUL] [OP_ADD] [OP_LIST_ARANGE] 1 [OP_LIST_MIN] [OP_SUB],
"은지네 학교는 남학생이 315명, 여학생이 274명입니다. 은지네 학교의 전체 학생은 모두 몇 명일까요?",315 274 [OP_ADD],
유나네 밭에서 수확한 수박은 243개이고 정국이네 밭에서 수확한 수박은 485개입니다. 두 사람네 밭에서 수확한 수박은 모두 몇 개일까요?,243 485 [OP_ADD],
"어느 마트에는 과자가 647봉지 있고, 사탕이 765봉지 있습니다. 과자와 사탕은 모두 몇 봉지일까요?",647 765 [OP_ADD],
유나는 은지와 함께 멀리뛰기를 하고 있습니다. 유나는 179센티미터(㎝)를 뛰었고 은지는 187센티미터(㎝)를 뛰었습니다. 두 사람 중 누가 더 멀리 뛰었을까요?,[OP_LIST_SOL] 유나 은지 [OP_LIST_EOL] [OP_LIST_SOL] 179 187 [OP_LIST_EOL] 1 [OP_LIST_MAX] [OP_LIST_INDEX] [OP_LIST_POP] [OP_LIST_GET],
"100이 8개, 10이 4개, 1이 2개인 수보다 129작은 수는 얼마인지 구해 보세요",100 8 [OP_MUL] 10 4 [OP_MUL] [OP_ADD] 1 2 [OP_MUL] [OP_ADD] 129 [OP_SUB],
"4, 6, 2의 수 카드를 한 번씩만 사용하여 만들 수 있는 가장 큰 세 자리 수와 216의 차를 구해 보세요",[OP_LIST_SOL] 4 6 2 [OP_LIST_EOL] 3 [OP_LIST_GET_PERM] 1 [OP_LIST_MAX] 216 [OP_SUB],
태형이네 학교의 3학년 전체 학생은 302명입니다. 그중 여학생은 128명입니다. 남학생은 몇 명일까요?,302 128 [OP_SUB],
어떤 수에서 399를 빼야 할 것을 잘못하여 더하였더니 915가 되었습니다. 바르게 계산한 값을 구해 보세요,915 399 [OP_SUB] 399 [OP_SUB],
"수족관에 해마가 153마리, 열대어가 246마리 있습니다. 해마와 열대어는 모두 몇 마리인가요?",153 246 [OP_ADD],
"주말농장에서 고추를 241개, 오이를 127개 땄습니다. 딴 고추와 오이는 모두 몇 개인가요?",241 127 [OP_ADD],
"유나는 구슬을 385개, 은지는 구슬을 297개 가지고 있었습니다. 유나가 은지에게 구슬을 143개 주었다면 유나와 은지 중 누가 구슬을 더 많이 가지고 있나요?",[OP_LIST_SOL] 유나 은지 [OP_LIST_EOL] [OP_LIST_SOL] 385 143 [OP_SUB] 297 143 [OP_ADD] [OP_LIST_EOL] 1 [OP_LIST_MAX] [OP_LIST_INDEX] [OP_LIST_POP] [OP_LIST_GET],
"은지는 색종이를 796장, 태형이는 색종이를 372장 가지고 있었습니다. 은지가 태형에게 색종이를 312장 주었다면 은지와 태형이 중 누가 색종이를 더 많이 가지고 있나요?",[OP_LIST_SOL] 은지 태형 [OP_LIST_EOL] [OP_LIST_SOL] 796 312 [OP_SUB] 372 312 [OP_ADD] [OP_LIST_EOL] 1 [OP_LIST_MAX] [OP_LIST_INDEX] [OP_LIST_POP] [OP_LIST_GET],
