Problem,Solution,Answer
유나는 2개의 블록 상자를 가지고 있습니다. 각 상자에는 6개의 블록이 들어 있으며 케이스에 5개의 상자가 있습니다. 유나는 몇 개의 블록을 가지고 있습니까?,2 6 [OP_MUL],
유나에는 계란 3상자가 있습니다. 각 상자에는 7개의 계란이 들어 있으며 케이스에 8개의 상자가 있습니다. 유나는 얼마나 많은 계란을 가지고 있습니까?,3 7 [OP_MUL],
민영은 티켓 9상자를 가지고 있습니다. 각 상자에는 5장의 티켓이 들어 있으며 케이스에 10개의 상자가 있습니다. 민영 티켓이 몇 장입니까?,9 5 [OP_MUL],
유나는 5개의 계란 상자를 가지고 있습니다. 각 상자에는 계란 3개가 들어 있으며 케이스에 9개의 상자가 있습니다. 유나는 몇 개의 계란을 가지고 있습니까?,5 3 [OP_MUL],
민영에는 4개의 지우개 상자가 있습니다. 각 상자에는 10개의 지우개가 들어 있으며 케이스에 9개의 상자가 있습니다. 민영에는 몇 개의 지우개가 있습니까?,4 10 [OP_MUL],
남준에는 상자에 넣어야하는 바나나 40개가 있습니다. 정국이 도와 주러 와서남준과 나눌 쿠키 10개를 가져 왔습니다. 8개의 상자가있는 경우 각 상자에 몇 개의 바나나를 넣어야합니까?,40 8 [OP_DIV],
태형이에는 사과 9개와 지우개 12개가 있습니다. 그녀가 3명의 친구와 사과를 공유하면 각 친구는 몇 개의 사과를 얻습니까?,12 9 [OP_SUB],
남준이는 스키틀 40개와 알 6개를 가지고 있습니다. 5명의 친구와 스키틀을 공유하면 각 친구는 몇 개의 스키틀을 얻습니까?,40 5 [OP_DIV],
남준은 72개의 구슬과 17개의 블록을 가지고 있습니다. 9명의 친구와 구슬을 공유하면 각 친구는 몇 개의 구슬을 얻습니까?,72 9 [OP_DIV],
남준이는 사탕 36개와 바나나 6개가 있습니다. 9명의 친구가 사탕을 공유하면 각 친구는 몇 개의 사탕을 받게 되나요?,36 9 [OP_DIV],
민영에는 상자에 넣어야하는 56개의 오렌지가 있습니다. Tr정국이가 도움을 주러 와서 민영과 공유 할 11개의 쿠키를 가져옵니다. 8개의 상자가있는 경우 각 상자에 몇 개의 오렌지를 넣어야합니까?,56 8 [OP_DIV],
윤기에는 상자에 넣어야하는 바나나 40개가 있습니다. Frd는 도움을 주러 와서 윤기와 나눌 쿠키 18개를 가져 왔습니다. 10개의 상자가있는 경우 각 상자에 몇 개의 바나나를 넣어야합니까?,40 10 [OP_DIV],
은지는 상자에 넣어야하는 45개의 오렌지를 가지고 있습니다.정국이 도와 주러 와서 J와 나눌 쿠키 16개를 가져 왔습니다. 9개의 상자가있는 경우 각 상자에 오렌지가 몇 개 들어가야합니까?,45 9 [OP_DIV],
유나에는 16개의 알과 8개의 스키틀이 있습니다. 4명의 친구가 달걀을 공유하면 각 친구는 몇 개의 달걀을 얻나요?,16 4 [OP_DIV],
태형은 13개의 블록을 가지고 있습니다. 은지는 2개의 블록을 가지고 있습니다. 은지는 다른 84를 찾습니다. 은지는 몇 개의 블록으로 끝나나요?,2 84 [OP_ADD],
A이 시속 2마일로 3시간 동안 방황했다면. A은 얼마나 멀리 갔습니까?,3 2 [OP_MUL],
정국이가 시속 2마일의 속도로 태형이의 집까지 걸어가는 데 3시간이 걸렸습니다. 정국이의 집과 태형이의 집 사이의 거리는 얼마나 되나요?,3 2 [OP_MUL],
태형이가 시속 5마일로 3시간 동안 달렸다면.태형이는 얼마나 멀리 갔습니까?,3 5 [OP_MUL],
호석이가 시속 3마일로 6마일을 걸었다면 호석이는 얼마나 오래 여행 했습니까?,6 3 [OP_DIV],
석진이 유나의 집까지 시속 2마일로 이동하는 데 5시간이 걸렸습니다. 석진의 집과 유나의 집 사이의 거리는 얼마나됩니까?,5 2 [OP_MUL],
은지가 유정이의 집으로 전력 질주했습니다. 은지의 집에서 유정이의 집까지는 16킬로미터(㎞)입니다. 은지가 도착하는 데 2​​시간이 걸렸습니다. 은지는 얼마나 빨리 갔습니까?,10 2 [OP_DIV],
태형이가 시속 3마일로 5시간 동안 방황했다면.유나는 얼마나 멀리 갔습니까?,5 3 [OP_MUL],
호석이가 시속 3마일로 6마일을 걸었다면 호석이는 얼마나 오래 여행 했습니까?,6 3 [OP_DIV],
A이 시속 2마일로 3시간 동안 방황했다면. A은 얼마나 멀리 갔습니까?,3 2 [OP_MUL],
태형이가 시속 2마일로 4시간 동안 걸었다면. R는 얼마나 멀리 갔습니까?,4 2 [OP_MUL],
정국이가 시속 4마일의 속도로 태형이의 집까지 걸어가는 데 2​​시간이 걸렸습니다. 정국이의 집과 태형이의 집 사이의 거리는 얼마나 되나요?,2 4 [OP_MUL],
정국은 지민이의 집으로 걸어갔습니다.정국의 집에서지민이의 집까지 19.3킬로미터(㎞) 떨어져 있습니다.정국이 거기에 도착하는 데 6시간이 걸렸습니다. 정국이는 얼마나 빨리 갔습니까?,12 6 [OP_DIV],
정국이가 시속 2마일의 속도로 태형이의 집까지 걸어가는데 5시간이 걸렸습니다. 정국이의 집과 태형이의 집 사이의 거리는 얼마나 되나요?,5 2 [OP_MUL],
정국은 지민이의 집으로 걸어갔습니다.정국의 집에서 지민이의 집까지 19.3킬로미터(㎞) 떨어져 있습니다.정국이 거기에 도착하는 데 6시간이 걸렸습니다. 유나는 얼마나 빨리 갔습니까?,12 6 [OP_DIV],
은지는 유정이의 집으로 전력 질주했습니다. 은지의 집에서 유정이의 집까지는 16킬로미터(㎞)입니다. 은지에 도착하는 데 2​​시간이 걸렸습니다. 유나는 얼마나 빨리 갔습니까?,10 2 [OP_DIV],
유나는 시속 8킬로미터(㎞)로 은지의 집까지 달려가는데 3시간이 걸렸습니다. 유나의 집과 은지의 집 사이의 거리는 얼마나 되나요?,3 8 [OP_MUL],
민영이 유나의 집으로 조깅했습니다. 민영의 집에서 유나의 집까지는 14킬로미터(㎞)입니다. 거기에 도착하는 데 민영 2시간이 걸렸습니다. 민영은 얼마나 빨리 갔습니까?,14 2 [OP_DIV],
석진은 유나의 집으로 걸어 갔다. 석진의 집에서 유나의 집까지 16킬로미터(㎞) 떨어져 있습니다. 유나에 도착하는 데 5시간이 걸렸습니다. 석진은 얼마나 빨리 갔습니까?,10 5 [OP_DIV],
민영이 시속 5마일로 25마일을 자전거를 타면 민영이 얼마나 오래 여행 했습니까?,25 5 [OP_DIV],
유나는 시속 6마일로 24마일을 질주했습니다. 유나는 얼마나 오래 스프린트 했습니까?,24 6 [OP_DIV],
민영이 시속 2마일로 14마일을 걸었다면 B민영은 얼마나 오래 여행 했습니까?,14 2 [OP_DIV],
유나는 시속 6마일로 24마일을 질주했습니다. 유나는 얼마나 오래 스프린트 했습니까?,24 6 [OP_DIV],
민영이 시속 5마일로 25마일을 자전거를 탔다면 민영은 얼마나 오래 여행 했습니까?,25 5 [OP_DIV],
민영은 시속 4마일로 20마일을 방황했습니다. 정국은 얼마나 오래 방황 했습니까?,20 4 [OP_DIV],
민영은 시속 4마일로 20마일을 방황했습니다. 정국은 얼마나 오래 방황 했습니까?,20 4 [OP_DIV],
석진이는 시속 16마일로 80마일을 탔습니다. 민영은 얼마나 오래 탔습니까?,80 16 [OP_DIV],
민영은 시속 10마일로 80마일을 달렸습니다. 민영은 얼마나 오래 실행 되었습니까?,80 10 [OP_DIV],
석진이는 시속 16마일로 80마일을 탔습니다. 민영은 얼마나 오래 탔습니까?,80 16 [OP_DIV],
은지는 시속 32마일로 256마일을 비행했습니다. 은지는 얼마나 오래 비행 했습니까?,256 32 [OP_DIV],
은지는 시속 32마일로 256마일을 비행했습니다. 은지는 얼마나 오래 비행 했습니까?,256 32 [OP_DIV],
윤기는 시속 4마일로 5마일을 걸었습니다. 정국phr는 얼마나 오래 걸었습니까?,5 4 [OP_DIV],
은지는 시속 2킬로미터(㎞)로 4킬로미터(㎞)를 방황했습니다. 유정이는 얼마나 오래 방황 했습니까?,4 2 [OP_SUB],
윤기가 시속 5킬로미터(㎞)로 25킬로미터(㎞)를 조깅했다면 윤기는 얼마나 오래 조깅 했습니까?,25 5 [OP_DIV],
윤기가 시속 5킬로미터(㎞)로 25킬로미터(㎞)를 조깅했다면 윤기는 얼마나 오래 조깅 했습니까?,25 5 [OP_DIV],
민영이가 시속 5킬로미터(㎞)로 25킬로미터(㎞)를 조깅 한 경우 시간 민영이가 조깅 했습니까?,25 5 [OP_DIV],
민영이 시속 10킬로미터(㎞)로 80킬로미터(㎞)를 스케이트를 탔다면 민영이 얼마나 오래 스케이트를 탔습니까?,80 10 [OP_DIV],
지민이가 시속 8킬로미터(㎞)로 40킬로미터(㎞)를 자전거를 타면 지민이가 얼마나 오래 자전거를 타셨습니까?,40 8 [OP_DIV],
호석자민이 시속 10킬로미터(㎞)로 80킬로미터(㎞)를 타면 얼마나 걸 렸는지 호석자민 스케이트?,80 10 [OP_DIV],
지민이는 시속 2킬로미터(㎞)로 20킬로미터(㎞)를 걸었습니다. 지민이는 얼마나 걸었나요?,20 2 [OP_DIV],
지민이는 시속 2킬로미터(㎞)로 20킬로미터(㎞)를 걸었습니다. 지민이는 얼마나 걸었나요?,20 2 [OP_DIV],
지민이가 시속 3킬로미터(㎞)로 4킬로미터(㎞)를 걸었다면지민이는 얼마나 걸었나요?,4 3 [OP_SUB],
7개의 풍선이 있고 친구는 5개의 풍선이 있습니다. 친구보다 풍선이 몇 개 더 있습니까?,7 5 [OP_SUB],
2마리의 새가 울타리에 앉아있었습니다. 새 4마리가 더 와서 그들과 합류했습니다. 울타리에 몇 마리의 새가 앉아 있습니까?,2 4 [OP_ADD],
귀뚜라미을 7개 수집했습니다. 11개의 귀뚜라미를 가지려면 얼마나 더 많은 귀뚜라미를 수집해야합니까?,11 7 [OP_SUB],
벌은 6개의 다리를 가지고 있습니다. 꿀벌 2마리는 다리가 몇 개입니까?,6 2 [OP_MUL],
새 6마리와 둥지 3개가 있습니다. 둥지보다 새가 얼마나 더 있습니까?,6 3 [OP_SUB],
5개의 꽃과 3개의 꿀벌이 있습니다. 꽃보다 벌이 얼마나 적습니까?,5 3 [OP_SUB],
3마리의 올빼미가 울타리에 앉아있었습니다. 2마리 더 부엉이가 합류했습니다. 지금 얼마나 많은 올빼미가 울타리에 있습니까?,3 2 [OP_ADD],
2마리의 비버가 집에서 일하고있었습니다. 1은 수영하러 갔다. 아직도 집에서 일하는 비버는 몇 마리입니까?,2 1 [OP_SUB],
2마리의 큰 부리 새가 나무 가지에 앉아 있습니다. 1마리 더 큰 부리 새가 합류합니다. 전체 큰 부리 새는 몇 개입니까?,2 1 [OP_ADD],
나무에 2개의 견과류가있는 4마리의 다람쥐가 있습니다. 견과류보다 다람쥐가 얼마나 더 있습니까?,4 2 [OP_SUB],
호석이 부인은 요요를 24센트에 휘슬을 14센트에 샀습니다. 두 장난감에 모두 얼마를 지출 했습니까?,24 14 [OP_ADD],
호석이 부인의 집에는 29인치의 눈이 내렸고 지민이초등학교는 17인치의 눈을 받았습니다. 호석이 부인의 집에 눈이 얼마나 더 있었습니까?,29 17 [OP_SUB],
호석이 부인은 하루에 5권의 책을 읽습니다. 그녀는 3일 동안 몇 권의 책을 읽습니까?,5 3 [OP_MUL],
호석이 부인은 3마리의 벌레가 각각 2개의 꽃을 먹는 것을 보았습니다. 벌레는 총 몇 개의 꽃을 먹었습니까?,3 2 [OP_MUL],
호석이 부인은 15센트를 가지고있었습니다. 그녀는 11센트에 연필을 샀습니다. 그녀는 떠났습니까?,15 11 [OP_SUB],
호석이 부인은 피자 2개를 샀습니다. 각 피자에는 8개의 조각이 있었습니다. 그녀는 총 몇 조각의 피자를 먹었습니까?,2 8 [OP_MUL],
호석이 부인은 1시간에 사과 5개를 먹었습니다. 3시간이 지난 후 몇 개의 사과를 먹었습니까?,5 3 [OP_MUL],
유나의 엄마는 유나의 생일 파티를 준비했습니다. 오늘 아침에 풍선 6개와 오후에 풍선 5개를 날 렸습니다. 그녀는 모두 몇 개의 풍선을 날렸나요?,6 5 [OP_ADD],
호석이의 선생님은 훌륭한 수학 공부를 위해 금색 별을 제공합니다. 어제 호석이는 4개의 금메달을 획득했습니다. 오늘 그녀는 3개를 더 벌었습니다. 호석이는 총 몇 개의 금색 별을 얻었습니까?,4 3 [OP_ADD],
석진은 토요일에 유리 병 10개와 알루미늄 캔 8개를 집어 들었습니다. 한꺼번에 몇 개의 쓰레기를 집었습니까?,10 8 [OP_ADD],
석진의 교사는 훌륭한 수학 작업에 대해 금색 별을 제공합니다. 어제 석진은 6개의 금메달을 획득했습니다. 오늘 그는 9개를 더 벌었습니다. 석진은 총 몇 개의 금색 별을 얻었습니까?,6 9 [OP_ADD],
10명의 학생이 스쿨 버스를 타고있었습니다. 첫 번째 정류장에서 3명의 학생이 버스에서 내 렸습니다. 버스에 남은 학생은 몇 명입니까?,10 3 [OP_SUB],
은지는 식료품 점에갔습니다. 그녀는 쿠키 12팩과 국수 16팩을 샀습니다. 그녀는 모두 식료품을 몇 팩 샀습니까?,12 16 [OP_ADD],
석진은 애완 동물 가게에갔습니다. 그는 15개의 금붕어와 7개의 파란 물고기를 샀습니다. 그는 몇 마리의 물고기를 샀습니까?,15 7 [OP_ADD],
어제 영어 책 21페이지를 읽었습니다. 오늘 저는 17페이지를 읽었습니다. 내가 읽은 총 페이지 수는 얼마입니까?,21 17 [OP_ADD],
한 학교에는 여학생 542명과 남학생 387명이 있습니다. 그 학교에는 몇 명의 학생이 있나요?,542 387 [OP_ADD],
은지는 34개의 사탕을 가지고 있습니다. 유나에는 28개가 있습니다. 사탕은 모두 몇 개입니까?,34 28 [OP_ADD],
어느 가게에는 63개의 아이스바가 있습니다. 아이스바가 50개 있어요. 아이스크림 막대의 합계는 무엇입니까?,63 50 [OP_ADD],
한 학생은 아침에 해변에서 292개의 포탄을 오후에 324개의 포탄을 주웠습니다. 그가 총 몇 개의 포탄을 집었습니까?,292 324 [OP_ADD],
프로그램(g)에는 105명의 학부모와 698명의 학생도있었습니다. 프로그램(g)에 몇 명이나 참석 했습니까?,105 698 [OP_ADD],
지난 토요일 유나는 425개의 잡지와 275개의 신문을 판매했습니다. 그녀가 판매 한 읽기 자료의 총 수는 얼마입니까?,425 275 [OP_ADD],
울타리에 12마리의 새가 있습니다. 8마리 더 새가 울타리에 착륙합니다. 울타리에 새가 몇 마리 있습니까?,12 8 [OP_ADD],
22명의 소년이 슬라이드 아래로 내려갔습니다. 13명의 소년이 더 슬라이드를 따라 내려갔습니다. 슬라이드 아래로 내려간 소년은 몇 명입니까?,22 13 [OP_ADD],
13마리의 오리가 호수에서 수영하고 있습니다. 20마리 더 오리가 그들과 합류합니다. 호수에서 수영하는 오리는 몇 마리입니까?,13 20 [OP_ADD],
30마리의 개가 짖고 있습니다. 10마리가 더 짖기 시작합니다. 얼마나 많은 개가 짖고 있습니까?,30 10 [OP_ADD],
윤기는 사탕 26개를 먹었습니다. 그런 다음 그는 17개를 더 먹었습니다. 윤기는 사탕을 몇 개 먹었습니까?,26 17 [OP_ADD],
은지에게는 애완용 물고기 26마리가있었습니다. 그녀는 6마리를 더 샀습니다. 은지는 현재 몇 마리의 애완용 물고기를 가지고 있습니까?,26 6 [OP_ADD],
광대가 47개의 풍선을 날 렸습니다. 그런 다음 그는 13개의 풍선을 더 불었습니다. 광대는 지금 몇 개의 풍선을 가지고 있습니까?,47 13 [OP_ADD],
우리 반은 도서관에서 54권의 책을 받았습니다. 그런 다음 도서관에서 23권의 책을 더 받았습니다. 우리 수업은 도서관에서 몇 권의 책을 얻었습니까?,54 23 [OP_ADD],
은지에는 사과 4개가 있습니다. 유나는 그녀에게 5개를 더주었습니다. 파이를 만들려면 사과 10개가 필요합니다. 그녀는 파이를 만들기에 충분합니까?,4 5 [OP_ADD],
남준이는 생일 케이크에 14개의 초를 가지고있었습니다. 그녀는 나이가 들어서 생일 케이크를 6개 더 얻었습니다. 지금남준이는 몇 살입니까?,14 6 [OP_ADD],
민영은 저녁 식사 전에 당근 스틱 22개를 저녁 식사 후에 15개 더 먹었습니다. 그는 당근 스틱을 몇 개 먹었습니까?,22 15 [OP_ADD],
은지는 5파운드의 껍질로 양동이를 채웠습니다. 양동이를 채우기 위해 껍질을 12파운드 더 추가하면 얼마나 많은 파운드가 있습니까?,5 12 [OP_ADD],
민영이의 연필은 12개 큐브입니다. 그녀가 12개의 큐브 길이 인 다른 연필을 얻으면 두 연필의 큐브 길이는 몇 개입니까?,12 12 [OP_ADD],
민영라의 머리카락은 18개 큐브입니다. 그녀의 머리카락이 4인치 더 자라면 얼마나 길어질까요?,18 4 [OP_ADD],
은지 부인에게는 고양이 17마리가 있습니다. 은지 씨는 그녀에게 14마리의 고양이를 더주었습니다. 은지는 모두 몇 마리의 고양이를 가지고 있습니까?,17 14 [OP_ADD],
은지 부인은 물고기 22마리를 가지고 있습니다. 그녀의 여동생은 그녀에게 47마리의 물고기를 더주었습니다. 그녀는 지금 몇 마리의 물고기를 가지고 있습니까?,22 47 [OP_ADD],
부인은 개 2마리를 위해 발렌타인 데이 간식을 사주고 있습니다. 각각 하트 비스킷 3개를 사려면 비스킷을 몇 개 사야합니까?,2 3 [OP_MUL],
남준에는 87개의 구슬이 있습니다. 그는 은지에게 8을주었습니다. 얼마나 남았나요?,87 8 [OP_SUB],
석진은 어항에 물고기가 있습니다. 호석은 그에게 물고기 18마리를 더주었습니다. 이제 그는 49개를 가지고 있습니다. 시작해야하는 물고기는 몇 개입니까?,49 18 [OP_SUB],
민영에는 129개의 쿠키가 있습니다. 유나에는 140개가 있습니다. 유나에는 민영보다 쿠키가 몇 개 더 있습니까?,140 129 [OP_SUB],
정국은 국수를 조금 먹었습니다. 그는 민영에게 국수 12개를주었습니다. 이제 정국은 국수가 54개뿐입니다.정국은 몇 개의 국수로 시작해야 했습니까?,12 54 [OP_ADD],
유나는 접시에 미트볼 25개를 담았습니다. 태형이는 그녀의 미트볼을 훔쳤습니다. 이제 그녀는 접시에 11개의 미트볼이 있습니다. 태형이는 얼마나 많은 미트볼을 훔쳤습니까?,25 11 [OP_SUB],
민영라의 머리카락은 18인치입니다. 그녀가 머리를 자르고 이제 머리 길이가 9인치 인 경우 민영은지의 머리카락이 얼마나 잘려 졌습니까?,18 9 [OP_SUB],
민영라의 머리카락은 18인치입니다. 연말까지 그녀의 머리카락은 24인치입니다. 머리카락이 얼마나 자랐습니까?,24 18 [OP_SUB],
은지는 양동이에 5파운드의 껍질을 가지고있었습니다. 그녀는 약간의 껍질을 추가했고 이제 28파운드의 껍질을 가지고 있습니다. 그녀는 몇 파운드를 더했습니까?,28 5 [OP_SUB],
민영이의 연필은 길이가 31인치입니다. 그녀가 그것을 깎으면 이제 그녀의 연필 길이는 14인치입니다. 연필을 얼마나 깎았나요?,31 14 [OP_SUB],
은지 부인에게는 고양이 11마리가 있습니다. 은지 부인은 고양이 43마리를 더 많이 키우려면 몇 마리 더 필요합니까?,43 11 [OP_SUB],
은지 부인에게는 고양이가 11마리 있습니다. 유나 부인에게는 24마리의 고양이가 있습니다. 유나 부인은 은지 부인보다 고양이가 몇 마리 더 있습니까?,24 11 [OP_SUB],
태형은 30개의 발렌타인 데이를 가졌습니다. 그녀는 아이들에게 8개의 발렌타인 데이를주었습니다. 그녀는 얼마나 남았습니까?,30 8 [OP_SUB],
부인은 86개의 하트 쿠키를 만들었습니다. 그녀는 36개의 빨간 쿠키를 만들었고 나머지는 분홍색입니다. 그녀는 핑크 쿠키를 몇 개 만들었습니까?,86 36 [OP_SUB],
산티아고 부인은 58개의 빨간 장미를 가지고 있습니다. 유나 부인은 24개를 가지고 있습니다. 산티아고 부인은 유나 부인보다 빨간 장미가 몇 개 더 있습니까?,58 24 [OP_SUB],
14마리의 새가 나무에 앉아있었습니다. 21마리의 새가 나무 위로 날아갔습니다. 나무에는 모두 몇 마리의 새가 있었습니까?,14 21 [OP_ADD],
29마리의 새가 나무에 앉아있었습니다. 좀 더 나무 위로 날아갑니다. 그리고 나무에는 42마리의 새가있었습니다. 얼마나 더 나무 위로 날아 갔습니까?,42 29 [OP_SUB],
은지의 엄마는 41개의 쿠키를 구웠습니다. 태형의 아버지는 38개의 쿠키를 구웠습니다. 그들은 둘 다 파티를 위해 학교에 데려 왔습니다. 쿠키가 모두 몇 개 있었나요?,41 38 [OP_ADD],
18명의 아이들이 버스를 타고있었습니다. 버스 정류장에서 더 많은 아이들이 버스에 탔습니다. 그런 다음 모두 25명의 아이들이 버스에 탔습니다. 버스 정류장에서 버스에 타고있는 어린이는 몇 명입니까?,25 18 [OP_SUB],
태형이는 34달러를 가지고 있습니다. 47달러를 얻으려면 몇 달러를 더 벌어야합니까?,47 34 [OP_SUB],
쉬는 시간에 놀이터에 28명의 소녀와 35명의 소년이있었습니다. 모두 몇 명의 자녀가 있었습니까?,28 35 [OP_ADD],
쉬는 시간에 운동장에 44명의 소년과 53명의 소녀가있었습니다. 놀이터에는 모두 몇 명의 어린이가 있었습니까?,44 53 [OP_ADD],
습지에는 58마리의 거위와 37마리의 오리가있었습니다. 모두 몇 마리의 새가 있었습니까?,58 37 [OP_ADD],
태형은 바구니에 딸기 42개를 넣었습니다. 그는 78개의 딸기를 더 따았습니다. 그때 그는 몇 개의 딸기를 먹었습니까?,42 78 [OP_ADD],
민영은 18개의 껌을 가지고있었습니다. 그녀의 오빠는 그녀에게 더 많은 조각을주었습니다. 이제 민영은 모두 44개를 가지고 있습니다. 민영의 동생이 그녀에게 껌을 몇 개 주었습니까?,44 18 [OP_SUB],
윤기는 142권의 책을 보유하고 있습니다. 태형이는 78권의 책을 가지고 있습니다. 윤기는 태형이보다 얼마나 많은 책을 가지고 있습니까?,142 78 [OP_SUB],
토미는 풍선을 가지고있었습니다. 그의 엄마는 그의 생일에 34개의 풍선을 더주었습니다. 그런 다음 석진이는 60개의 풍선을 가지고있었습니다. 석진이는 몇 개의 풍선으로 시작해야 했습니까?,60 34 [OP_SUB],
축구장에 14명의 아이들이있었습니다. 22명의 어린이가 참여하기로 결정했습니다. 이제 축구장에 몇 명의 어린이가 있습니까?,14 22 [OP_ADD],
민영은 오래된 갈색 도화지 28장과 노란색 도화지 27장을 가지고 있습니다. 그녀가 가지고있는 도화지는 몇 장입니까?,28 27 [OP_ADD],
유나는 356개의 잎을 가졌습니다. 그녀의 나뭇잎 중 일부가 날아갔습니다. 이제 그녀는 112개의 잎이 남았습니다. 그녀의 나뭇잎이 얼마나 많이 날아 갔습니까?,356 112 [OP_SUB],
은지는 210장의 야구 카드를 가지고 있습니다. 그는 유정이보다 58개가 더 많다. 유정이는 얼마나 많은 야구 카드를 가지고 있습니까?,210 58 [OP_SUB],
유정은 23개의 셔츠를 가지고 있습니다. 6은 파란색이고 나머지는 녹색입니다.유정은 초록색 셔츠를 몇 장 가지고 있습니까?,23 6 [OP_SUB],
유정은 31개의 선물을 가지고 있습니다. 은지는 유정보다 22가 더 많습니다. 은지는 몇 개의 선물을 가지고 있습니까?,31 22 [OP_ADD],
남준이는 그주의 첫날 39개의 스티커를 받았습니다.남준이는 주중에 22개를 더 벌었습니다.남준이는 주말에 몇 개의 스티커를 가지고 있었습니까?,39 22 [OP_ADD],
윤기는 사과 56개를 가지고있었습니다. 사과 105개를 모두 갖기 위해윤기는 몇 개의 사과를 더 선택해야합니까?,105 56 [OP_SUB],
윤기는 약간의 껌을 가지고 있습니다. 스티브는 그에게 16개의 껌을 더주었습니다. 이제 토드는 54개의 껌을 가지고 있습니다. 윤기는 몇 개의 조각으로 시작해야 했습니까?,54 16 [OP_SUB],
민영은 연필 142개를 가지고있었습니다. 그는 호석에게 연필 31개를주었습니다. 민영은 연필이 몇 개 남았나요?,142 31 [OP_SUB],
민영은 야구 카드를 수집합니다. 그녀는 304장의 카드를 가지고있었습니다. 그녀는 자신의 카드 중 일부를 남준이에게줬고 이제 276장의 카드가 남았습니다.민영은 남준이에게 몇 장의 카드를 주었습니까?,304 276 [OP_SUB],
유나에게는 트럭이 몇 대있었습니다. 그녀는 남준이에게 13개를줬고 이제 38대의 트럭이 남았습니다. 유나는 몇 대의 트럭으로 시작해야 했습니까?,13 38 [OP_ADD],
운동장에 40명의 소년과 소녀가 있습니다. 모두 117명의 아이들이 있습니다. 놀이터에는 몇 명의 소녀가 있습니까?,117 40 [OP_SUB],
민영은 49개의 마커를 가졌습니다. 민영r는 그녀에게 39개의 마커를 더주었습니다. 민영은 모두 몇 개의 마커를 가지고 있습니까?,49 39 [OP_ADD],
각 CD 랙에는 8개의 CD가 들어 있습니다. 선반은 4개의 랙을 수용 할 수 있습니다. 선반에 넣을 수있는 총 CD는 몇 개입니까?,8 4 [OP_MUL],
유나가 구슬을 가지고 있습니다. 그녀는 구슬 134개를 샀습니다. 이제 그녀는 187개의 구슬을 가지고 있습니다. 그녀는 몇 개로 시작 했습니까?,187 134 [OP_SUB],
윤기는 50개의 윤기 게임을 가지고 있습니다. 35개의 게임을 남길 수 있도록 그녀는 몇 개를 기부해야합니까?,50 35 [OP_SUB],
유나가 구슬을 가지고있었습니다. 그녀는 민영에게 73을주었습니다. 이제 그녀는 70개의 구슬이 남았습니다. 그녀는 몇 개부터 시작해야 했습니까?,73 70 [OP_ADD],
호석에는 41개의 빨간색 마커와 64개의 파란색 마커가 있습니다. 그녀는 모두 몇 개의 마커를 가지고 있습니까?,41 64 [OP_ADD],
민영이에는 58권의 책이 있습니다. 19는 학교에 관한 것이고 나머지는 스포츠에 관한 것입니다.민영이에는 스포츠에 관한 책이 몇 권 있습니까?,58 19 [OP_SUB],
민영은 232개의 풍선을 가지고 있습니다. 유나는 101개의 풍선을 가지고 있습니다. 민영은 유나보다 풍선이 몇 개 더 있습니까?,232 101 [OP_SUB],
민영은 45개의 휘파람을 울 렸습니다. 그는 호석이보다 32개의 휘파람을 더 가지고 있습니다. 호석이는 얼마나 많은 휘파람을 가지고 있습니까?,45 32 [OP_SUB],
호석이는 39개의 구슬을 가지고 있습니다. 민영은 호석이보다 구슬이 25개 더 많습니다. 민영은 얼마나 많은 구슬을 가지고 있습니까?,39 25 [OP_ADD],
은지는 50대의 장난감 자동차를 가지고있었습니다. 그가 12대의 차를 더 얻는다면 그는 얼마나 많은 차를 갖게 될까요?,50 12 [OP_ADD],
헛간에는 64마리의 돼지가 있습니다. 더 많은 사람들이 그들과 함께합니다. 이제 86마리의 돼지가 있습니다. 몇 마리의 돼지가 그들과 합류하기 위해 왔습니까?,86 64 [OP_SUB],
은지는 67개의 꽃을 가지고있었습니다. 유나는 그녀에게 꽃을 더주었습니다. 이제 은지는 90개의 꽃을 가지고 있습니다. 유나는 은지에게 몇 개의 꽃을 주었습니까?,90 67 [OP_SUB],
정국이는 35블록으로 탑을 만들었습니다. 그는 더 많은 블록을 추가했고 이제 65개의 블록을 갖게되었습니다. 몇 개를 추가해야 했습니까?,65 35 [OP_SUB],
민영은 자신의 컬렉션에 구슬 16개를 가지고있었습니다. 그는 구슬 7개를 잃었습니다. 지금 그는 구슬이 몇 개입니까?,16 7 [OP_SUB],
민영은 19개의 조개 껍질을 가지고 있습니다. 컬렉션에 25개의 조개를 포함하려면 몇 개의 조개를 더 찾아야합니까?,25 19 [OP_SUB],
지민이는 17개의 풍선을 가지고 있습니다. 8개의 풍선은 빨간색이고 나머지는 녹색입니다. 지민이에게는 녹색 풍선이 몇 개 있습니까?,17 8 [OP_SUB],
선반에 38권의 책이 있습니다. 마르타는 책 10권을 더 놓았습니다. 현재 서가에 몇 권의 책이 있습니까?,38 10 [OP_ADD],
벌은 6개의 다리를 가지고 있습니다. 벌 8마리는 다리가 몇 개입니까?,6 8 [OP_MUL],
호석이 부인은 아이스크림 콘을 99센트에 샀습니다. 아이스크림 콘 2개는 얼마입니까?,99 2 [OP_MUL],
